sneg_g,epiweek,phec_name,ct_mean,ssd,count,se,gene,Date
S+,5,East Midlands,20.960353123030885,5.111709755451672,174,0.38751771649511074,ORF1ab  (Ct<=30),2021-02-06
S-,5,East Midlands,19.757371919780734,4.520531752623727,3135,0.0807366548766003,ORF1ab  (Ct<=30),2021-02-06
S+,5,East Midlands,21.94585095843677,4.703803768245444,164,0.36730536483634596, N  (Ct<=30),2021-02-06
S-,5,East Midlands,19.587218143157944,4.702268579447556,3142,0.08388886929286149, N  (Ct<=30),2021-02-06
S+,5,East Midlands,23.731657298982466,1.7741314704397284,195,0.127048193448334,MS2 control,2021-02-06
S-,5,East Midlands,24.034300781178853,1.762883393610197,3488,0.02984938231935591,MS2 control,2021-02-06
S+,5,East of England,22.507352300564072,4.672739359795253,97,0.4744447989637033,ORF1ab  (Ct<=30),2021-02-06
S-,5,East of England,19.98368901874898,4.387514640892064,3100,0.0788020892224316,ORF1ab  (Ct<=30),2021-02-06
S+,5,East of England,23.0930516026355,4.289549066674678,92,0.4472164051033713, N  (Ct<=30),2021-02-06
S-,5,East of England,19.80229535774767,4.559002662382953,3111,0.08173721578784801, N  (Ct<=30),2021-02-06
S+,5,East of England,23.98622408880799,1.3239016187412087,108,0.12739249266013636,MS2 control,2021-02-06
S-,5,East of England,24.294677209546684,1.7024911897081136,3526,0.028671057991879603,MS2 control,2021-02-06
S+,5,London,22.25730162751022,4.6344567882808265,137,0.3959483646425149,ORF1ab  (Ct<=30),2021-02-06
S-,5,London,20.214334785699144,4.446204042045741,4802,0.06416206180958328,ORF1ab  (Ct<=30),2021-02-06
S+,5,London,22.822331482102197,4.443306850244467,133,0.3852835667501793, N  (Ct<=30),2021-02-06
S-,5,London,20.048596635536686,4.6406999736832475,4823,0.06682282943765745, N  (Ct<=30),2021-02-06
S+,5,London,24.056517458653612,1.5523892167565898,158,0.12350145492665612,MS2 control,2021-02-06
S-,5,London,24.198263735748455,1.657620593244687,5575,0.02220049702974035,MS2 control,2021-02-06
S+,5,North East,20.3211766554198,5.044454282689001,205,0.3523199696654594,ORF1ab  (Ct<=30),2021-02-06
S-,5,North East,18.729016742926103,4.544944139710064,3986,0.07198796596392967,ORF1ab  (Ct<=30),2021-02-06
S+,5,North East,21.579994714728887,4.8105308946305465,196,0.3436093496164676, N  (Ct<=30),2021-02-06
S-,5,North East,18.776360973894487,4.674453819402432,3995,0.073955841287265, N  (Ct<=30),2021-02-06
S+,5,North East,21.73560309569729,1.0781349073807744,231,0.07093606897064741,MS2 control,2021-02-06
S-,5,North East,22.049731235727453,1.3850770607203868,4472,0.020712047776761437,MS2 control,2021-02-06
S+,5,North West,20.869486344296853,4.671718751900917,763,0.16912757442538062,ORF1ab  (Ct<=30),2021-02-06
S-,5,North West,19.733291463641216,4.44477537486299,11688,0.04111305190208242,ORF1ab  (Ct<=30),2021-02-06
S+,5,North West,22.16943593764671,4.331025155998947,731,0.1601887519593785, N  (Ct<=30),2021-02-06
S-,5,North West,19.730253117843425,4.5272279964196045,11683,0.04188467773353849, N  (Ct<=30),2021-02-06
S+,5,North West,23.66224163785139,1.4838469942624448,887,0.04982270598830816,MS2 control,2021-02-06
S-,5,North West,23.935044567305805,1.6531970757275338,12967,0.014517935847177078,MS2 control,2021-02-06
S+,5,South East,21.822427456477296,4.4110347999416915,200,0.3119072619088616,ORF1ab  (Ct<=30),2021-02-06
S-,5,South East,19.875020069065727,4.488929407280771,5153,0.06253349534981752,ORF1ab  (Ct<=30),2021-02-06
S+,5,South East,22.817237882712178,4.111217180282502,198,0.2921714826432407, N  (Ct<=30),2021-02-06
S-,5,South East,19.713558692745853,4.593511765344682,5131,0.06412742859114148, N  (Ct<=30),2021-02-06
S+,5,South East,23.874183278694648,1.5979597706992157,239,0.10336342491388938,MS2 control,2021-02-06
S-,5,South East,24.295497210715375,1.6487472138982973,5954,0.021367300585692802,MS2 control,2021-02-06
S+,5,South West,21.325578157088955,4.599519396301803,90,0.4848319144812114,ORF1ab  (Ct<=30),2021-02-06
S-,5,South West,19.94457720480497,4.521108595181717,1434,0.11939066276408829,ORF1ab  (Ct<=30),2021-02-06
S+,5,South West,22.575527005306622,4.268615957560206,87,0.4576436674508933, N  (Ct<=30),2021-02-06
S-,5,South West,19.87631393437836,4.588524159956759,1433,0.12121320303796768, N  (Ct<=30),2021-02-06
S+,5,South West,24.21664404116558,1.269842471937174,112,0.11998883517761709,MS2 control,2021-02-06
S-,5,South West,24.390057919111097,1.5050721171267232,1618,0.03741692138628444,MS2 control,2021-02-06
S+,5,West Midlands,21.615752425385942,4.558175032599119,265,0.28000646642000754,ORF1ab  (Ct<=30),2021-02-06
S-,5,West Midlands,20.045685721082464,4.502482281418811,5604,0.06014547361918024,ORF1ab  (Ct<=30),2021-02-06
S+,5,West Midlands,22.79280278539287,4.27536073216549,255,0.267733474363362, N  (Ct<=30),2021-02-06
S-,5,West Midlands,19.95875026320613,4.630468195233164,5598,0.06188828649134599, N  (Ct<=30),2021-02-06
S+,5,West Midlands,23.883339921478985,1.4583271198666135,302,0.0839172958622316,MS2 control,2021-02-06
S-,5,West Midlands,24.256121584897926,1.658551322360744,6264,0.02095574187761472,MS2 control,2021-02-06
S+,5,Yorkshire and Humber,20.451786770376568,4.60999158026811,647,0.1812374703664413,ORF1ab  (Ct<=30),2021-02-06
S-,5,Yorkshire and Humber,19.22683122311254,4.52332910873952,6779,0.054938319456256754,ORF1ab  (Ct<=30),2021-02-06
S+,5,Yorkshire and Humber,21.73451079472214,4.403857546641396,629,0.17559329947955035, N  (Ct<=30),2021-02-06
S-,5,Yorkshire and Humber,19.13196944913936,4.6707553307389675,6804,0.05662457633790957, N  (Ct<=30),2021-02-06
S+,5,Yorkshire and Humber,22.421284341281602,1.554646356643508,731,0.057500672621117174,MS2 control,2021-02-06
S-,5,Yorkshire and Humber,22.630006564368077,1.7296317293574108,7547,0.01990978034232012,MS2 control,2021-02-06
S+,6,East Midlands,19.98295434215846,4.493274837080838,76,0.5154139721155147,ORF1ab  (Ct<=30),2021-02-13
S-,6,East Midlands,20.009880513893172,4.445359279733364,2487,0.08913924972051562,ORF1ab  (Ct<=30),2021-02-13
S+,6,East Midlands,21.426455974647883,4.232692147730106,76,0.48552308765983315, N  (Ct<=30),2021-02-13
S-,6,East Midlands,19.80945063282969,4.654854691348785,2498,0.09313435502271497, N  (Ct<=30),2021-02-13
S+,6,East Midlands,24.00261865862765,1.7044421195689627,83,0.18708682794974651,MS2 control,2021-02-13
S-,6,East Midlands,24.25924409408847,1.7400142496667168,2738,0.03325340203515021,MS2 control,2021-02-13
S+,6,East of England,21.264707941880882,5.0701183163907055,34,0.869518117766125,ORF1ab  (Ct<=30),2021-02-13
S-,6,East of England,20.124555241548336,4.421112735601045,1985,0.09923190613106712,ORF1ab  (Ct<=30),2021-02-13
S+,6,East of England,21.94116361449197,4.592630857435688,33,0.7994744143322113, N  (Ct<=30),2021-02-13
S-,6,East of England,19.916950809169517,4.603872964250752,1988,0.1032559630184753, N  (Ct<=30),2021-02-13
S+,6,East of England,24.653306716064304,2.1026608303555427,33,0.3660262686181541,MS2 control,2021-02-13
S-,6,East of England,24.460332373927486,1.7351910222622395,2243,0.03663807566427852,MS2 control,2021-02-13
S+,6,London,22.087863287475365,4.56109677873769,66,0.561432202995854,ORF1ab  (Ct<=30),2021-02-13
S-,6,London,20.337367158703458,4.45329729595107,2258,0.09371728967261404,ORF1ab  (Ct<=30),2021-02-13
S+,6,London,22.724177708326533,4.289219614076861,64,0.5361524517596076, N  (Ct<=30),2021-02-13
S-,6,London,20.13157327556731,4.605893381015361,2265,0.09677869850566714, N  (Ct<=30),2021-02-13
S+,6,London,24.055903885331222,1.63808745855644,72,0.19305045835364942,MS2 control,2021-02-13
S-,6,London,24.364297085108703,1.6503766724255373,2625,0.032212054300252785,MS2 control,2021-02-13
S+,6,North East,20.64907962247934,4.607050286548904,149,0.37742426541772545,ORF1ab  (Ct<=30),2021-02-13
S-,6,North East,18.789560365435648,4.391306524934599,3227,0.07730263010395909,ORF1ab  (Ct<=30),2021-02-13
S+,6,North East,21.91767110526182,4.2885352317684795,146,0.35492170112903143, N  (Ct<=30),2021-02-13
S-,6,North East,18.88823301558162,4.588289424309791,3244,0.08055831656525418, N  (Ct<=30),2021-02-13
S+,6,North East,21.883003612546045,1.0674760509721473,154,0.08601967154204836,MS2 control,2021-02-13
S-,6,North East,22.333582416374888,1.4160605822367651,3560,0.023733229280246362,MS2 control,2021-02-13
S+,6,North West,20.941507198243304,4.439912268265792,348,0.2380042798193931,ORF1ab  (Ct<=30),2021-02-13
S-,6,North West,19.990613638792567,4.3803538115152465,9078,0.045974191628416206,ORF1ab  (Ct<=30),2021-02-13
S+,6,North West,22.249232803926432,4.211413424748812,338,0.22907069161691904, N  (Ct<=30),2021-02-13
S-,6,North West,19.963455311699988,4.489343375194134,9102,0.04705593517274164, N  (Ct<=30),2021-02-13
S+,6,North West,23.704898760679416,1.3050094611100185,402,0.06508795605830171,MS2 control,2021-02-13
S-,6,North West,24.051310240670624,1.4684286083522213,10067,0.014635339544632824,MS2 control,2021-02-13
S+,6,South East,20.842916597735726,4.477695528595393,84,0.4885566356846117,ORF1ab  (Ct<=30),2021-02-13
S-,6,South East,20.131147739314418,4.388657173988926,3252,0.07695846348338427,ORF1ab  (Ct<=30),2021-02-13
S+,6,South East,21.632246419312555,4.108499773814057,81,0.4564999748682286, N  (Ct<=30),2021-02-13
S-,6,South East,19.95428067266059,4.571253279767023,3249,0.08019742596082496, N  (Ct<=30),2021-02-13
S+,6,South East,24.2339292593866,1.7478833826964293,80,0.19541930302257476,MS2 control,2021-02-13
S-,6,South East,24.475246373977768,1.8208089203551996,3665,0.030076506014443456,MS2 control,2021-02-13
S+,6,South West,22.694433231177,4.849854761438005,53,0.666178785100359,ORF1ab  (Ct<=30),2021-02-13
S-,6,South West,19.802286185308212,4.496307011973765,1526,0.11510089239372792,ORF1ab  (Ct<=30),2021-02-13
S+,6,South West,23.29260804007302,4.313903346432743,48,0.6226583145802429, N  (Ct<=30),2021-02-13
S-,6,South West,19.696517570262934,4.6467089518663345,1532,0.11871786794451626, N  (Ct<=30),2021-02-13
S+,6,South West,24.054080089213898,1.270678901020682,59,0.16542830233019268,MS2 control,2021-02-13
S-,6,South West,24.388666549051994,1.5472298831031346,1750,0.036985868430039516,MS2 control,2021-02-13
S+,6,West Midlands,21.611051197258817,4.905195127731401,98,0.49549953398029817,ORF1ab  (Ct<=30),2021-02-13
S-,6,West Midlands,20.159722766825983,4.517506683614487,2860,0.08447258552376903,ORF1ab  (Ct<=30),2021-02-13
S+,6,West Midlands,22.363784918450346,4.4389621009136855,90,0.46790768953511475, N  (Ct<=30),2021-02-13
S-,6,West Midlands,20.01101274248098,4.668428465436713,2863,0.08724891490987939, N  (Ct<=30),2021-02-13
S+,6,West Midlands,23.935302495254973,1.448455430212562,117,0.13390975189373447,MS2 control,2021-02-13
S-,6,West Midlands,24.411796961733366,1.716946090570406,3230,0.03021032504452188,MS2 control,2021-02-13
S+,6,Yorkshire and Humber,20.235764362223883,4.646144082712139,328,0.2565403907087598,ORF1ab  (Ct<=30),2021-02-13
S-,6,Yorkshire and Humber,19.21666439603152,4.3950291698495425,6041,0.05654671027224779,ORF1ab  (Ct<=30),2021-02-13
S+,6,Yorkshire and Humber,21.4111799130031,4.2967178647069675,315,0.24209262564834133, N  (Ct<=30),2021-02-13
S-,6,Yorkshire and Humber,19.114194952345926,4.567450790082145,6063,0.05865838380320772, N  (Ct<=30),2021-02-13
S+,6,Yorkshire and Humber,22.440625588617372,1.4843122380643656,358,0.07844833940560002,MS2 control,2021-02-13
S-,6,Yorkshire and Humber,22.762842903572427,1.6621761834734916,6685,0.020329483711816334,MS2 control,2021-02-13
S+,7,East Midlands,20.98263665429983,3.842381191252594,66,0.47296442974222636,ORF1ab  (Ct<=30),2021-02-20
S-,7,East Midlands,19.745191783649492,4.363277038515092,2489,0.08745816083981033,ORF1ab  (Ct<=30),2021-02-20
S+,7,East Midlands,21.961467074975015,3.8691847831416855,66,0.4762637238314562, N  (Ct<=30),2021-02-20
S-,7,East Midlands,19.49295177154985,4.580149123920033,2499,0.09162130857290798, N  (Ct<=30),2021-02-20
S+,7,East Midlands,24.222412998512315,2.1069775846784453,70,0.2518319888433958,MS2 control,2021-02-20
S-,7,East Midlands,24.376869496424675,1.766421671704491,2697,0.03401370267546527,MS2 control,2021-02-20
S+,7,East of England,22.44265474846303,4.023839504336287,31,0.7227029094835871,ORF1ab  (Ct<=30),2021-02-20
S-,7,East of England,20.161566681041336,4.345840683468143,1820,0.10186807684582792,ORF1ab  (Ct<=30),2021-02-20
S+,7,East of England,22.671647247008714,3.258700704020811,28,0.6158365471450118, N  (Ct<=30),2021-02-20
S-,7,East of England,19.920209031887484,4.580863349761462,1827,0.10717119245982559, N  (Ct<=30),2021-02-20
S+,7,East of England,24.717330386801695,2.0761497014496073,36,0.34602495024160124,MS2 control,2021-02-20
S-,7,East of England,24.62138026793699,1.7519467171834027,1997,0.039204133660482206,MS2 control,2021-02-20
S+,7,London,22.714089882421288,4.354145196758657,52,0.6038112987587916,ORF1ab  (Ct<=30),2021-02-20
S-,7,London,20.42264803353454,4.508221976295221,1911,0.1031276088582393,ORF1ab  (Ct<=30),2021-02-20
S+,7,London,22.965423399920162,4.193713528287453,49,0.5991019326124932, N  (Ct<=30),2021-02-20
S-,7,London,20.043939565497933,4.70112159648168,1907,0.10765300026533488, N  (Ct<=30),2021-02-20
S+,7,London,24.652221314954428,1.9897307335516234,56,0.26588895346016306,MS2 control,2021-02-20
S-,7,London,24.510053834717258,1.6866724057032023,2205,0.035919182427861567,MS2 control,2021-02-20
S+,7,North East,21.720175130983424,4.471537061275558,78,0.506301872180873,ORF1ab  (Ct<=30),2021-02-20
S-,7,North East,18.90722530021628,4.400403030897112,3000,0.08034000007121503,ORF1ab  (Ct<=30),2021-02-20
S+,7,North East,22.81449908168862,4.097587262566513,76,0.4700254944701814, N  (Ct<=30),2021-02-20
S-,7,North East,18.87907819757577,4.493753881264179,2992,0.08215395735456894, N  (Ct<=30),2021-02-20
S+,7,North East,22.479634081095544,1.3982875891420161,79,0.15731964485587016,MS2 control,2021-02-20
S-,7,North East,22.869203568235296,1.5995414184773584,3318,0.027768811941527676,MS2 control,2021-02-20
S+,7,North West,21.557165106593082,4.594757193138515,156,0.3678749932599573,ORF1ab  (Ct<=30),2021-02-20
S-,7,North West,19.76028247643757,4.321094358067662,7661,0.04936862354679466,ORF1ab  (Ct<=30),2021-02-20
S+,7,North West,22.55788200409712,4.243620588127363,149,0.34765094443657196, N  (Ct<=30),2021-02-20
S-,7,North West,19.688391630118932,4.418553387346687,7691,0.05038354265056377, N  (Ct<=30),2021-02-20
S+,7,North West,23.84731659471609,1.4340281585082706,175,0.10840233944219421,MS2 control,2021-02-20
S-,7,North West,24.304480730504466,1.523378050244024,8361,0.016660137522562513,MS2 control,2021-02-20
S+,7,South East,22.043406384727668,5.10070313403618,63,0.6426281906774994,ORF1ab  (Ct<=30),2021-02-20
S-,7,South East,20.014050653069823,4.371190221431596,2869,0.08160831896701183,ORF1ab  (Ct<=30),2021-02-20
S+,7,South East,22.947617238371873,5.082964896104971,63,0.6403933827602389, N  (Ct<=30),2021-02-20
S-,7,South East,19.728655536935598,4.545990474932645,2855,0.08507960503997263, N  (Ct<=30),2021-02-20
S+,7,South East,24.371257639822954,1.3661369348238286,63,0.17211707554304312,MS2 control,2021-02-20
S-,7,South East,24.57096310291988,1.687610260732314,3171,0.029969123141805054,MS2 control,2021-02-20
S+,7,South West,20.217709579087195,6.36729351358304,31,1.1435996746002068,ORF1ab  (Ct<=30),2021-02-20
S-,7,South West,19.826201843204153,4.546531376561267,1174,0.13269242899972386,ORF1ab  (Ct<=30),2021-02-20
S+,7,South West,21.034687843575725,4.8423068526859225,29,0.899193808566568, N  (Ct<=30),2021-02-20
S-,7,South West,19.554314452888327,4.677718393940625,1167,0.1369300116231941, N  (Ct<=30),2021-02-20
S+,7,South West,23.98684951821764,4.355855953133565,36,0.7259759921889275,MS2 control,2021-02-20
S-,7,South West,24.431331963035245,1.7072951837277888,1351,0.04644948900847948,MS2 control,2021-02-20
S+,7,West Midlands,20.8387287137425,4.708654526201297,56,0.6292204282045584,ORF1ab  (Ct<=30),2021-02-20
S-,7,West Midlands,19.74575506109866,4.411134917899058,2695,0.08497104442726712,ORF1ab  (Ct<=30),2021-02-20
S+,7,West Midlands,21.779494473500254,4.412468522416424,55,0.5949771341873077, N  (Ct<=30),2021-02-20
S-,7,West Midlands,19.5526673610211,4.612279715942881,2709,0.08861579440136957, N  (Ct<=30),2021-02-20
S+,7,West Midlands,24.552611553950015,1.7933352762190076,60,0.23151858863208313,MS2 control,2021-02-20
S-,7,West Midlands,24.38136672967266,1.741807444031097,2998,0.03181151320317166,MS2 control,2021-02-20
S+,7,Yorkshire and Humber,21.648349736232458,4.889400967525298,179,0.36545098656636765,ORF1ab  (Ct<=30),2021-02-20
S-,7,Yorkshire and Humber,19.208067476742446,4.401696340673011,6303,0.055442962124174766,ORF1ab  (Ct<=30),2021-02-20
S+,7,Yorkshire and Humber,22.59472451297303,4.489821468868322,173,0.34135480517950545, N  (Ct<=30),2021-02-20
S-,7,Yorkshire and Humber,19.082399090483406,4.563016238829993,6330,0.05735221023027779, N  (Ct<=30),2021-02-20
S+,7,Yorkshire and Humber,22.93947865560074,1.4971066397562192,194,0.10748599263337645,MS2 control,2021-02-20
S-,7,Yorkshire and Humber,23.267880202071378,1.6818893053913204,6870,0.020291728388392924,MS2 control,2021-02-20
S+,8,East Midlands,22.805702517428102,4.351217565492584,29,0.8080008173060739,ORF1ab  (Ct<=30),2021-02-27
S-,8,East Midlands,19.80082985579403,4.440260242316429,1848,0.10328980113838812,ORF1ab  (Ct<=30),2021-02-27
S+,8,East Midlands,23.711802592924105,4.0349095274932685,29,0.7492638892216711, N  (Ct<=30),2021-02-27
S-,8,East Midlands,19.583032554353082,4.644196112826641,1855,0.1078297488428978, N  (Ct<=30),2021-02-27
S+,8,East Midlands,23.356208874177117,1.5825081494934532,34,0.2713979086146171,MS2 control,2021-02-27
S-,8,East Midlands,23.61171738531196,1.590854917785196,2039,0.03523075594580216,MS2 control,2021-02-27
S+,8,East of England,23.86491276920323,3.6113916503400394,13,1.001619828544887,ORF1ab  (Ct<=30),2021-02-27
S-,8,East of England,19.694645066128118,4.307369342129736,1359,0.11684291527633,ORF1ab  (Ct<=30),2021-02-27
S+,8,East of England,24.635328385104692,3.747801997371486,13,1.0394532516776345, N  (Ct<=30),2021-02-27
S-,8,East of England,19.53862371925599,4.593987687198635,1372,0.12402600965735075, N  (Ct<=30),2021-02-27
S+,8,East of England,23.009421576053047,1.2198818383261416,21,0.26620004109673456,MS2 control,2021-02-27
S-,8,East of England,23.688827447924783,1.6166804064071603,1513,0.04156279171680676,MS2 control,2021-02-27
S+,8,London,22.45361497309086,4.5518272310648085,29,0.8452530969960933,ORF1ab  (Ct<=30),2021-02-27
S-,8,London,20.21195487340577,4.534691307653853,1204,0.1306876308489184,ORF1ab  (Ct<=30),2021-02-27
S+,8,London,23.797190297200366,4.430106441325238,30,0.8088230766875898, N  (Ct<=30),2021-02-27
S-,8,London,20.100965093694565,4.73116009070433,1216,0.13567532053350592, N  (Ct<=30),2021-02-27
S+,8,London,23.140166421922714,1.273046133452493,35,0.21518407123061226,MS2 control,2021-02-27
S-,8,London,23.510773267072906,1.5157250169849417,1380,0.040801945882074905,MS2 control,2021-02-27
S+,8,North East,21.082226982648038,5.367014275968522,27,1.0328823789916635,ORF1ab  (Ct<=30),2021-02-27
S-,8,North East,19.077792111203614,4.45038863450105,2204,0.09479646502560275,ORF1ab  (Ct<=30),2021-02-27
S+,8,North East,21.495627041736462,4.9451579386239235,26,0.969825262570833, N  (Ct<=30),2021-02-27
S-,8,North East,19.097358057929934,4.606915527343548,2203,0.0981528694498706, N  (Ct<=30),2021-02-27
S+,8,North East,23.008906372028484,1.9074330782484437,29,0.3542014305154398,MS2 control,2021-02-27
S-,8,North East,22.726849130205082,1.6011424381597543,2413,0.03259502418859387,MS2 control,2021-02-27
S+,8,North West,21.457421646046484,5.4157180386191985,62,0.6877968787018608,ORF1ab  (Ct<=30),2021-02-27
S-,8,North West,19.9042938645721,4.399709520171531,5840,0.05757283038264225,ORF1ab  (Ct<=30),2021-02-27
S+,8,North West,22.145866245016723,4.955522415721894,58,0.6506919713648369, N  (Ct<=30),2021-02-27
S-,8,North West,19.81851083830529,4.457954408262965,5852,0.058275158563754745, N  (Ct<=30),2021-02-27
S+,8,North West,23.969494043147417,1.4138116931888698,77,0.16111879556118036,MS2 control,2021-02-27
S-,8,North West,24.198253038134393,1.4548024465774942,6252,0.018399013500390884,MS2 control,2021-02-27
S+,8,South East,22.412300375205067,4.4554686736789115,60,0.5751985324235758,ORF1ab  (Ct<=30),2021-02-27
