"Region_name","epiweek","pos","neg","pillar2","frac","spos","sneg","lower_ci","upper_ci","spos_ui","spos_li","date"
"North West",19,764,386,1392,0.664347826086957,924.772173913044,467.227826086956,0.636226818564665,0.691625302276871,962.742420769404,885.627731442014,2021-05-15
"Yorkshire and Humber",19,14,75,900,0.157303370786517,141.573033707865,758.426966292135,0.0887543390914246,0.249822780009929,224.840502008936,79.8789051822821,2021-05-15
"North East",19,NA,12,221,0.2,44.2,176.8,0.0433120051058367,0.480891133806853,106.276940571315,9.5719531283899,2021-05-15
"London",19,101,99,582,0.505,293.91,288.09,0.433586654975012,0.576262949682923,335.385036715461,252.347433195457,2021-05-15
"West Midlands",19,68,152,291,0.309090909090909,89.9454545454545,201.054545454545,0.248702979449908,0.374709754310067,109.04053850423,72.3725670199233,2021-05-15
"South East",19,42,74,289,0.362068965517241,104.637931034483,184.362068965517,0.274886958770532,0.4564784178914,131.922262770614,79.4423310846837,2021-05-15
"East of England",19,122,123,322,0.497959183673469,160.342857142857,161.657142857143,0.433667388150949,0.562300945650581,181.060904499487,139.640898984606,2021-05-15
"East Midlands",19,104,246,429,0.297142857142857,127.474285714286,301.525714285714,0.24973206383883,0.348024753074977,149.302619069165,107.135055386858,2021-05-15
"South West",19,8,NA,132,0.8,105.6,26.4,0.443904537692359,0.974789273673167,128.672184124858,58.5953989753913,2021-05-15
"West Midlands",18,34,216,297,0.136,40.392,256.608,0.096056709006151,0.184829884883842,54.8944758105009,28.5288425748269,2021-05-08
"London",17,41,53,404,0.436170212765957,176.212765957447,227.787234042553,0.334097251047943,0.542376380690984,219.120057799158,134.975289423369,2021-05-01
"Yorkshire and Humber",18,14,183,921,0.0710659898477157,65.4517766497462,855.548223350254,0.0393947323104772,0.116362667233731,107.170016522266,36.2825484579495,2021-05-08
"North West",18,488,442,987,0.524731182795699,517.909677419355,469.090322580645,0.492062818059655,0.557242466994954,549.99831492402,485.666001424879,2021-05-08
"Yorkshire and Humber",7,138,5155,5740,0.0260721707916116,149.65426034385,5590.34573965615,0.0219477542844637,0.0307296844195633,176.388388568293,125.980109592822,2021-02-20
"South East",18,34,94,313,0.265625,83.140625,229.859375,0.191487430886944,0.35092799492979,109.840462413024,59.9355658676134,2021-05-08
"East Midlands",18,93,281,444,0.248663101604278,110.406417112299,333.593582887701,0.205660822299678,0.295694468032946,131.288343806628,91.3134051010568,2021-05-08
"East of England",18,93,133,292,0.411504424778761,120.159292035398,171.840707964602,0.346674943048603,0.478686962044575,139.776592917016,101.229083370192,2021-05-08
"London",18,76,83,493,0.477987421383648,235.647798742138,257.352201257862,0.39826256004085,0.558547990517284,275.364159325021,196.343442100139,2021-05-08
"South West",18,NA,NA,163,0.666666666666667,108.666666666667,54.3333333333333,0.222778095503512,0.956728131707258,155.946685468283,36.3128295670725,2021-05-08
"North East",18,NA,33,220,0.0571428571428571,12.5714285714286,207.428571428571,0.00699676362830948,0.191571406345239,42.1457093959526,1.53928799822808,2021-05-08
"Yorkshire and Humber",17,13,506,964,0.0250481695568401,24.1464354527938,939.853564547206,0.0134029903671928,0.0424522723844184,40.9239905785793,12.9204827139739,2021-05-01
"North West",14,16,903,1030,0.0174102285092492,17.9325353645267,1012.06746463547,0.00998336178001702,0.0281194860993026,28.9630706822817,10.2828626334175,2021-04-10
"North West",10,17,2833,3066,0.00596491228070175,18.2884210526316,3047.71157894737,0.00347850640058833,0.0095332775169501,29.229028866969,10.6651006242038,2021-03-13
"North West",17,178,505,724,0.260614934114202,188.685212298682,535.314787701318,0.228055761450151,0.295257644652197,213.76653472819,165.11237128991,2021-05-01
"North West",16,51,512,601,0.0905861456483126,54.4422735346359,546.557726465364,0.0681908584161448,0.117383867104561,70.5477041298411,40.982705908103,2021-04-24
"Yorkshire and Humber",14,6,1597,1754,0.00374298190892077,6.56519026824704,1747.43480973175,0.00137480909780807,0.00812896783812722,14.2582095880751,2.41141515755536,2021-04-10
"East of England",16,10,163,262,0.0578034682080925,15.1445086705202,246.85549132948,0.0280639022708256,0.103731775375166,27.1777251482936,7.3527423949563,2021-04-24
"North East",17,7,71,188,0.0897435897435897,16.8717948717949,171.128205128205,0.0368468962745884,0.176203472166873,33.1262527673721,6.92721649962261,2021-05-01
"East of England",5,60,2122,7026,0.0274977085242896,193.198900091659,6832.80109990834,0.0210477722038318,0.0352546746975279,247.699344424831,147.881647504122,2021-02-06
"West Midlands",17,28,223,293,0.111553784860558,32.6852589641434,260.314741035857,0.0754190880648751,0.157179052101213,46.0534622656555,22.0977928030084,2021-05-01
"South East",17,13,78,297,0.142857142857143,42.4285714285714,254.571428571429,0.0783161164230243,0.231894466604997,68.872656581684,23.2598865776382,2021-05-01
"East of England",17,23,133,268,0.147435897435897,39.5128205128205,228.487179487179,0.0958152636367291,0.212969174559488,57.0757387819429,25.6784906546434,2021-05-01
"East Midlands",17,24,196,331,0.109090909090909,36.1090909090909,294.890909090909,0.0711588731316938,0.157960741320578,52.2850053771113,23.5535870065906,2021-05-01
"West Midlands",16,23,317,385,0.0676470588235294,26.0441176470588,358.955882352941,0.0433624355352682,0.0997770111232146,38.4141492824376,16.6945376810783,2021-04-24
"South West",17,NA,13,134,0.235294117647059,31.5294117647059,102.470588235294,0.0681077404373567,0.49899327320458,66.8650986094137,9.12643721860579,2021-05-01
"South East",16,15,111,310,0.119047619047619,36.9047619047619,273.095238095238,0.068184548007507,0.188740495227505,58.5095535205264,21.1372098823272,2021-04-24
"East Midlands",16,41,300,407,0.120234604105572,48.9354838709677,358.064516129032,0.0876799302794526,0.159560506209354,64.9411260272069,35.6857316237372,2021-04-24
"London",16,29,99,458,0.2265625,103.765625,354.234375,0.157286735289495,0.308906547736874,141.479198863488,72.0373247625886,2021-04-24
"South West",16,NA,13,177,0.0714285714285714,12.6428571428571,164.357142857143,0.00180678065912543,0.338684489931821,59.9471547179324,0.319800176665201,2021-04-24
"Yorkshire and Humber",16,9,987,1059,0.00903614457831325,9.56927710843373,1049.43072289157,0.00413998794964465,0.0170838414185456,18.0917880622398,4.38424723867369,2021-04-24
"North East",15,NA,125,220,0,NA,220,0,0.0290798371364315,6.39756417001492,0,2021-04-17
"Yorkshire and Humber",15,6,1092,1202,0.00546448087431694,6.56830601092896,1195.43169398907,0.00200792916738324,0.0118556737115538,14.2505198012877,2.41353085919465,2021-04-17
"East Midlands",15,10,404,509,0.0241545893719807,12.2946859903382,496.705314009662,0.0116424604634653,0.0439715431285808,22.3815154524476,5.92601237590383,2021-04-17
"Yorkshire and Humber",6,247,4895,5625,0.0480357837417347,270.201283547258,5354.79871645274,0.0423517032648263,0.0542396432692118,305.097993389317,238.228330864648,2021-02-13
"South East",14,7,290,587,0.0235690235690236,13.8350168350168,573.164983164983,0.00952728793299629,0.0479561539354476,28.1502623601077,5.59251801666882,2021-04-10
"Yorkshire and Humber",12,15,2943,3232,0.0050709939148073,16.3894523326572,3215.61054766734,0.00284089088109685,0.0083500617427873,26.9873995526885,9.18175932770501,2021-03-27
"West Midlands",15,10,388,442,0.0251256281407035,11.105527638191,430.894472361809,0.0121130082701105,0.0457204643246627,20.2084452315009,5.35394965538885,2021-04-17
"West Midlands",14,11,523,697,0.0205992509363296,14.3576779026217,682.642322097378,0.0103268438777391,0.0365583169222908,25.4811468948367,7.19781018278414,2021-04-10
"East Midlands",7,51,1791,5394,0.0276872964169381,149.345276872964,5244.65472312704,0.020682950174449,0.0362444258980368,195.50243329401,111.563833240978,2021-02-20
"West Midlands",5,169,3708,9498,0.0435904049522827,414.021666236781,9083.97833376322,0.0373805955711771,0.0504993359098239,479.642692471508,355.04089673504,2021-02-06
"South East",6,58,2415,5540,0.0234532955923979,129.931257581884,5410.06874241812,0.0178560977588356,0.0302143930082927,167.387737265941,98.922781583949,2021-02-13
"London",14,17,191,604,0.0817307692307692,49.3653846153846,554.634615384615,0.0483316532939504,0.127634421168269,77.0911903856347,29.192318589546,2021-04-10
"North East",16,NA,102,193,0.0192307692307692,NA,189.288461538462,0.00233747960860997,0.0677448948917636,13.0747647141104,0.451133564461724,2021-04-24
"East of England",15,9,206,324,0.0418604651162791,13.5627906976744,310.437209302326,0.0193171846597157,0.0779743725173545,25.2636966956229,6.25876782974787,2021-04-17
"South East",15,19,223,412,0.0785123966942149,32.3471074380165,379.652892561983,0.0479300757267809,0.119892654953634,49.3957738408971,19.7471911994337,2021-04-17
"London",15,34,149,491,0.185792349726776,91.224043715847,399.775956284153,0.13223145626183,0.249827718151998,122.665409612631,64.9256450245587,2021-04-17
"North West",15,24,614,717,0.0376175548589342,26.9717868338558,690.028213166144,0.0242482871333067,0.0554568143607757,39.7625358966761,17.3860218745809,2021-04-17
"London",12,16,529,1182,0.0293577981651376,34.7009174311927,1147.29908256881,0.016871679325921,0.0472382353124684,55.8355941393377,19.9423249632387,2021-03-27
"Yorkshire and Humber",13,9,2016,2187,0.00444444444444444,9.72,2177.28,0.00203423582040341,0.00842010298021212,18.4147652177239,4.44887373922225,2021-04-03
"North West",7,117,6166,7307,0.0186216775425752,136.068597803597,7170.9314021964,0.015424350126211,0.0222762128111251,162.772287010891,112.705726372224,2021-02-20
"Yorkshire and Humber",10,25,3287,3617,0.00754830917874396,27.3022342995169,3589.69776570048,0.00489065147994006,0.0111227553357447,40.2310060493886,17.6894864029432,2021-03-13
"West Midlands",12,22,1119,1692,0.0192813321647677,32.624014022787,1659.37598597721,0.012121975777978,0.0290473275588375,49.1480782295531,20.5103830163388,2021-03-27
"East of England",10,NA,803,1276,0.00248447204968944,NA,1272.8298136646,0.000301022836545206,0.00894569001316625,11.4147004568001,0.384105139431683,2021-03-13
"East Midlands",14,8,531,852,0.0148423005565863,12.6456400742115,839.354359925788,0.00642905958028339,0.0290349344506838,24.7377641519826,5.47755876240145,2021-04-10
"East Midlands",8,16,1326,3911,0.0119225037257824,46.628912071535,3864.37108792846,0.00682967435062043,0.0192893630760935,75.4406989906018,26.7108563852765,2021-02-27
"South West",15,NA,29,201,0.0333333333333333,6.7,194.3,0.000843570926630455,0.172169455633413,34.6060605823159,0.169557756252721,2021-04-17
"East of England",14,NA,203,468,0.0193236714975845,9.04347826086956,458.95652173913,0.00528953760666584,0.0487346063921947,22.8077957915471,2.47550359991961,2021-04-10
"East Midlands",11,12,1590,1834,0.00749063670411985,13.7378277153558,1820.26217228464,0.00387633632291373,0.0130480418493932,23.9301087517872,7.10920081622378,2021-03-20
"East Midlands",13,6,967,1129,0.00616649537512847,6.96197327852004,1122.03802672148,0.00226625734892472,0.0133732237411524,15.098369603761,2.558604546936,2021-04-03
"London",5,105,3909,10704,0.0261584454409567,280,10424,0.0214437108823573,0.031578786127782,338.019326711778,229.533481284753,2021-02-06
"North East",10,NA,1206,1309,0.00330578512396694,NA,1304.67272727273,0.000901427100132746,0.0084423138686196,11.0509888540231,1.17996807407376,2021-03-13
"North East",14,NA,319,373,0.00623052959501558,NA,370.676012461059,0.000755438684281184,0.0223243940227624,8.32699897049039,0.281778629236882,2021-04-10
"South West",14,NA,76,276,0.05,13.8,262.2,0.0137893939764618,0.123098736443153,33.9752512583102,3.80587273750347,2021-04-10
"North West",13,17,1350,1501,0.0124359912216533,18.6664228237015,1482.3335771763,0.00726065533247588,0.0198367745884904,29.7749986573241,10.8982436540463,2021-04-03
"West Midlands",7,32,1706,5655,0.0184119677790564,104.119677790564,5550.88032220944,0.0126270035372247,0.0258935074042594,146.427784371087,71.4057050030056,2021-02-20
"South West",6,35,1135,2982,0.0299145299145299,89.2051282051282,2892.79487179487,0.0209231529889817,0.0413599104553626,123.335252977891,62.3928422131435,2021-02-13
"Yorkshire and Humber",11,10,3133,3436,0.00318167356029271,10.9322303531658,3425.06776964683,0.00152675798832658,0.00584340217216373,20.0779298635546,5.24594044789012,2021-03-20
"South West",11,NA,120,644,0.00826446280991736,5.32231404958678,638.677685950413,0.000209216193753914,0.0451861145207835,29.0998577513846,0.134735228777521,2021-03-20
"East Midlands",10,17,1424,2071,0.0117973629424011,24.4323386537127,2046.56766134629,0.00688700290543498,0.0188217206977205,38.9797835649791,14.2629830171558,2021-03-13
"South West",5,67,1010,4273,0.0622098421541318,265.822655524605,4007.17734447539,0.0485334671990422,0.078334435285901,334.723041976655,207.383505341507,2021-02-06
"South East",7,37,2242,4595,0.01623519087319,74.600702062308,4520.39929793769,0.0114561654835512,0.022309212830776,102.510832957416,52.6410803969178,2021-02-20
"North West",5,564,9354,11019,0.0568663036902601,626.609800362976,10392.390199637,0.0523888074007478,0.0616061686254876,678.838372084248,577.27226874884,2021-02-06
"North West",6,258,7233,8322,0.0344413295955146,286.620744893873,8035.37925510613,0.0304270159371716,0.0388229742849491,323.084791999346,253.213626629142,2021-02-13
"East Midlands",6,55,1719,5766,0.0310033821871477,178.765501691094,5587.23449830891,0.023439585902902,0.0401656367005498,231.59506121537,135.152652316133,2021-02-13
"South West",9,NA,280,948,0.0140845070422535,13.3521126760563,934.647887323944,0.00385053493083443,0.0356673069362147,33.8126069755315,3.65030711443104,2021-03-06
"North West",9,34,2791,3147,0.0120353982300885,37.8753982300885,3109.12460176991,0.00834886920411571,0.0167779916159602,52.8003396154266,26.2738913853521,2021-03-06
"North West",12,17,2033,2268,0.00829268292682927,18.8078048780488,2249.19219512195,0.00483799976386745,0.0132442874784315,30.0380440010827,10.9725834644514,2021-03-27
"West Midlands",8,26,1569,3928,0.0163009404388715,64.0300940438871,3863.96990595611,0.0106752326813924,0.0237939660245032,93.4626985442487,41.9323139725092,2021-02-27
"London",6,42,1823,6056,0.0225201072386059,136.381769436997,5919.618230563,0.0162775691420577,0.0303197552231662,183.616437631495,98.5769587243014,2021-02-13
"East of England",11,NA,833,1185,0.00596658711217184,7.07040572792363,1177.92959427208,0.00194008848730598,0.01386869662016,16.4344054948896,2.29900485745759,2021-03-20
"North East",12,NA,627,718,0.00476190476190476,NA,714.580952380952,0.000983097880733586,0.0138527358149487,9.94626431513318,0.705864278366714,2021-03-27
"West Midlands",6,54,1745,6544,0.0300166759310728,196.429127292941,6347.57087270706,0.0226281710073271,0.0389853410315247,255.120071710298,148.078751071948,2021-02-13
"London",10,13,800,1506,0.015990159901599,24.0811808118081,1481.91881918819,0.00854084422407042,0.0271884469312957,40.9458010785314,12.8625114014501,2021-03-13
"London",11,16,680,1359,0.0229885057471264,31.2413793103448,1327.75862068966,0.0131956751126505,0.0370639963586703,50.3699710514329,17.9329224780921,2021-03-20
"South East",10,14,970,1610,0.0142276422764228,22.9065040650407,1587.09349593496,0.00779963203588629,0.0237564465067801,38.247878875916,12.5574075777769,2021-03-13
"South East",5,151,3915,8917,0.0371372356123955,331.15272995573,8585.84727004427,0.0315366810969596,0.0434147808570762,387.129600902548,281.212585341589,2021-02-06
"West Midlands",10,10,1240,1993,0.008,15.944,1977.056,0.00384278381208747,0.0146629277199763,29.2232149459129,7.65866813749033,2021-03-13
"East Midlands",9,16,904,2473,0.0173913043478261,43.0086956521739,2429.99130434783,0.00997247541717772,0.02808908833186,69.4643154446897,24.6619317066805,2021-03-06
"North West",11,25,2428,2669,0.0101916021198532,27.2013860578883,2641.79861394211,0.00660602155030154,0.0150082783635672,40.0570949523609,17.6314715177548,2021-03-20
"South West",7,22,837,2459,0.0256111757857974,62.9778812572759,2396.02211874272,0.0161184193703093,0.0385199696479395,94.7206053642831,39.6351932315906,2021-02-20
"North East",7,67,2533,2828,0.0257692307692308,72.8753846153846,2755.12461538462,0.0200253219957349,0.0326117295057704,92.2259710423187,56.6316106039384,2021-02-20
"East of England",7,15,1179,3469,0.0125628140703518,43.5804020100503,3425.41959798995,0.00704789457112664,0.0206359181669511,71.5860001211533,24.4491462672383,2021-02-20
"South West",13,NA,77,371,0.0493827160493827,18.320987654321,352.679012345679,0.0136170870880632,0.121638139486511,45.1277497494957,5.05193930967145,2021-04-03
"London",13,7,180,768,0.0374331550802139,28.7486631016043,739.251336898396,0.0151802731494084,0.0756029920845328,58.0630979209212,11.6584497787456,2021-04-03
"North East",13,NA,547,610,0.00182481751824818,NA,608.886861313869,4.61993123123117e-05,0.0101249240592891,6.17620367616636,0.0281815805105101,2021-04-03
"South East",13,NA,280,805,0.0175438596491228,14.1228070175439,790.877192982456,0.00572036806906984,0.0404643825685528,32.573827967685,4.60489629560122,2021-04-03
"South East",12,NA,547,1227,0.00545454545454545,6.69272727272727,1220.30727272727,0.00112627404350696,0.0158571118064373,19.4566761864986,1.38193825138304,2021-03-27
"West Midlands",13,16,814,1106,0.0192771084337349,21.3204819277108,1084.67951807229,0.0110576839708122,0.031116457947392,34.4148024898156,12.2297984717183,2021-04-03
"London",8,10,901,2829,0.0109769484083425,31.0537870472009,2797.9462129528,0.00527607457658741,0.0200940872938085,56.8461729541841,14.9260149771658,2021-02-27
"East of England",13,NA,424,631,0.00934579439252336,5.89719626168224,625.102803738318,0.00255211864848903,0.0237549483591786,14.9893724146417,1.61038686719658,2021-04-03
"West Midlands",11,9,1294,1890,0.0069071373752878,13.0544896392939,1876.94551036071,0.00316310426537447,0.0130712397611216,24.7046431485198,5.97826706155775,2021-03-20
"North East",11,NA,955,1063,0.00313152400835073,NA,1059.67118997912,0.000646261702426432,0.00912413121674349,9.69895148339833,0.686976189679297,2021-03-20
"South East",11,6,769,1296,0.00774193548387097,10.0335483870968,1285.9664516129,0.00284629929229274,0.0167742848911129,21.7394732188823,3.68880388281139,2021-03-20
"Yorkshire and Humber",5,486,5497,6569,0.0812301520976099,533.600869129199,6035.3991308708,0.0744297125479721,0.0884421039567093,580.976180891623,488.928781727629,2021-02-06
"South West",12,NA,97,587,0.0102040816326531,5.98979591836735,581.010204081633,0.000258311611240902,0.055544971663314,32.6048983663653,0.15162891579841,2021-03-27
"Yorkshire and Humber",9,40,3288,3633,0.0120192307692308,43.6658653846154,3589.33413461538,0.00860021792600818,0.0163311524349533,59.3310767961854,31.2445917251877,2021-03-06
"East Midlands",12,NA,1375,1643,0.00145243282498184,NA,1640.61365286855,0.000175944778392778,0.00523674255744522,8.60396802188249,0.289077270899334,2021-03-27
"East of England",12,NA,690,981,0.00576368876080692,5.65417867435158,975.345821325648,0.00157257751425355,0.0146910846140983,14.4119540064304,1.54269854148273,2021-03-27
"Yorkshire and Humber",8,65,4244,4707,0.0150847064284057,71.0037131585055,4635.9962868415,0.0116608402733112,0.0191867879035297,90.3122106619142,54.8875751664756,2021-02-27
"South West",10,NA,177,778,0.00561797752808989,NA,773.629213483146,0.000142224761415788,0.0309023479526443,24.0420267071573,0.110650864381483,2021-03-13
"East of England",8,7,907,2566,0.00765864332603939,19.6520787746171,2546.34792122538,0.00308455482129011,0.0157157196212341,40.3265365480867,7.91496767143042,2021-02-27
"West Midlands",9,13,867,2360,0.0147727272727273,34.8636363636364,2325.13636363636,0.00788868230123096,0.0251293346065281,59.3052296714063,18.6172902309051,2021-03-06
"South East",9,14,1063,1858,0.0129990714948932,24.1522748375116,1833.84772516249,0.00712444134860135,0.0217141374376838,40.3448673592165,13.2372120257013,2021-03-06
"London",9,14,716,1744,0.0191780821917808,33.4465753424658,1710.55342465753,0.0105235170982568,0.0319683871676675,55.7528672204121,18.3530138193599,2021-03-06
"East of England",9,NA,662,1600,0.00749625187406297,11.9940029985007,1588.0059970015,0.00243836228515015,0.0174064479266863,27.8503166826981,3.90137965624024,2021-03-06
"North East",9,10,1295,1431,0.00766283524904215,10.9655172413793,1420.03448275862,0.00368056529467109,0.014046941693024,20.1011735627174,5.26688893667433,2021-03-06
"East Midlands",5,118,2199,7437,0.0509279240397065,378.750971083297,7058.2490289167,0.0423330730275847,0.0606793551816757,451.272364486122,314.831064106147,2021-02-06
"South West",8,NA,366,1524,0.00813008130081301,12.390243902439,1511.60975609756,0.0016797666352466,0.0235745047751544,35.9275452773354,2.55996435211583,2021-02-27
"North West",8,47,4769,5236,0.00975913621262458,51.0988372093023,5184.9011627907,0.00717921081207462,0.0129566719614894,67.8411343903586,37.5903478120227,2021-02-27
"North East",8,21,1892,2066,0.010977522216414,22.6795608991113,2043.32043910089,0.00680774402913686,0.0167315907495144,34.5674664884967,14.0647991641968,2021-02-27
"East of England",6,20,1355,4284,0.0145454545454545,62.3127272727273,4221.68727272727,0.00890677779226012,0.0223752595744737,95.8556120170454,38.1566360620424,2021-02-13
"South East",8,26,1661,3156,0.015411973918198,48.6401896858328,3107.35981031417,0.010091666597729,0.0225010517261439,71.0133192477102,31.8492997824326,2021-02-27
"North East",5,166,3301,3807,0.0478800115373522,182.2792039227,3624.7207960773,0.0410126285505882,0.0555220316389455,211.372374449466,156.135076892089,2021-02-06
"London",7,28,1530,4465,0.0179717586649551,80.2439024390244,4384.75609756098,0.01197448417985,0.0258700996535128,115.509994952935,53.4660718630304,2021-02-20
"North East",6,111,2718,3041,0.039236479321315,119.318133616119,2921.68186638388,0.0323855369752793,0.0470601750064643,143.109992194658,98.4844179418245,2021-02-13
